id,source,object_type,name,display_name,authoritative,available_on_relationships,description,Keep/Remove,Reason,Comment
sample.sts_PREDICTED_GENUS,sts,sample,sts_PREDICTED_GENUS,Partner: Predicted Genus,1,1,A field for BIOSCAN partners to predict the taxonomy of their specimens,,,
sample.sts_PREDICTED_ORDER_OR_GROUP,sts,sample,sts_PREDICTED_ORDER_OR_GROUP,Partner: Predicted Order,1,1,A field for BIOSCAN partners to predict the taxonomy of their specimens,,,
sample.sts_PREDICTED_SCIENTIFIC_NAME,sts,sample,sts_PREDICTED_SCIENTIFIC_NAME,Partner: Predicted Scientific Name,1,1,A field for BIOSCAN partners to predict the taxonomy of their specimens,,,
sample.sts_PRIMARY_BIOGENOME_PROJECT,sts,sample,sts_PRIMARY_BIOGENOME_PROJECT,Primary Biogenome Project,1,,"Indicate if your genome is part of ERGA-Pilot, ERGA-BGE or an ERGA-associated genome",,,
sample.sts_PROXY_TISSUE_VOUCHER_ID_FOR_BIOBANKING,sts,sample,sts_PROXY_TISSUE_VOUCHER_ID_FOR_BIOBANKING,Proxy Tissue Voucher ID for Biobanking,1,,"ERGA Manifests. In some cases, frozen, biobanked material will need to be made from a specimen that is different than the one being submitted for sequencing",,,
sample.sts_PROXY_VOUCHER_ID,sts,sample,sts_PROXY_VOUCHER_ID,Proxy Voucher ID,1,,"In some cases, voucher material will need to be made from a specimen that is different than the one being submitted for sequencing.",,,
sample.sts_PROXY_VOUCHER_LINK,sts,sample,sts_PROXY_VOUCHER_LINK,Proxy Voucher Link,1,,"This should contain an actionable link, HTTPS(S) URI, to the specimen that the institution is committed to maintaining for the foreseeable future. ",,,
sample.sts_SAMPLE_COORDINATOR,sts,sample,sts_SAMPLE_COORDINATOR,Sample Coordinator,1,,For ERGA Pilot manifests. Enter the name of the person or people who is responsible for the genome project ,,,
sample.sts_SAMPLE_COORDINATOR_AFFILIATION,sts,sample,sts_SAMPLE_COORDINATOR_AFFILIATION,Sample Coordinator Affiliation,1,,"For ERGA manifests. Free text field to supply the university, institution, or society that is responsible for the genome project of the sample. ",,,
sample.sts_SAMPLE_COORDINATOR_ORCID_ID,sts,sample,sts_SAMPLE_COORDINATOR_ORCID_ID,Sample Coordinator ORCID ID,1,,For ERGA manifests. Enter the 16 digits ORCID ID of the person or people who is responsible for the genome project of the sample.,,,
sample.sts_SAMPLING_PERMITS_DEF,sts,sample,sts_SAMPLING_PERMITS_DEF,Sampling Permits Def,1,,"For ERGA manifests. These documents need to cover all regulatory compliance including sampling, vouchering, sample transfers, sequencing, and sequence deposition. ",,,
sample.sts_SAMPLING_PERMITS_REQUIRED,sts,sample,sts_SAMPLING_PERMITS_REQUIRED,Sampling Permits Required,1,,For ERGA manifests. yes/no answer,,,
sample.sts_SORTING_SOLUTION_USED,sts,sample,sts_SORTING_SOLUTION_USED,Sorting Solution Used,1,,"For BIOSCAN manifests, parteners say Y or N if they have or haven't used sorting solution provided to them during plating of specimens",,,
sample.sts_TISSUE_FOR_BIOBANKING,sts,sample,sts_TISSUE_FOR_BIOBANKING,Tissue for Biobanking,1,,"For ERGA manifests. Please select from the drop-down menu what part of the organism was dissected for biobanking (e.g. leg, soft-body tissue etc.).",,,
sample.sts_TISSUE_REMOVED_FOR_BIOBANKING,sts,sample,sts_TISSUE_REMOVED_FOR_BIOBANKING,Tissue Removed for Biobanking,1,,ERGA & ASG Manifests. Yes/No answer. ,,,
sample.sts_TISSUE_VOUCHER_ID_FOR_BIOBANKING,sts,sample,sts_TISSUE_VOUCHER_ID_FOR_BIOBANKING,Tissue Voucher ID for Biobanking,1,,"ERGA Manifests. Accession
number of frozen, biobanked material from the sequenced specimen.",,,
sample.sts_VOUCHER_INSTITUTION,sts,sample,sts_VOUCHER_INSTITUTION,Voucher Institution,1,,"This should contain an actionable link, HTTP(S) URI, to the record for the voucher institution in a global registry.",,,
sample.sts_VOUCHER_LINK,sts,sample,sts_VOUCHER_LINK,Voucher Link,1,,A link to the specimen the institution is committed to maintaining for the forseeable future. ,,,
sample.sts_WHAT_3_WORDS,sts,sample,sts_WHAT_3_WORDS,What3Words,1,,"This information is for geolocating the BIOSCAN sample area to a 3 m square, mapped by what3words.com",,,
sample.sts_ac_status,sts,sample,sts_ac_status,Acceptance checklist status,1,,,,,
sample.sts_accept_date,sts,sample,sts_accept_date,Accepted date,1,,The date when the sample was accepted for shipment,,,
sample.sts_barcode_hub,sts,sample,sts_barcode_hub,Barcode Hub,1,,,,,
sample.sts_bio_safety_status,sts,sample,sts_bio_safety_status,Bio-safety Status,1,,Bio-safety checks - In progress/Failed/Completed,,,
sample.sts_biosample_accession,sts,sample,sts_biosample_accession,Biosample ID,1,1,The biosample accession number as issued by [ENA](https://www.ebi.ac.uk/biosamples/),,,
sample.sts_biospecimen_accession,sts,sample,sts_biospecimen_accession,Biospecimen ID (part-organisms only),1,1,The biosample accession number of the specimen as issued by [ENA](https://www.ebi.ac.uk/biosamples/). This is known within ToL as the Biospecimen ID. This field is only filled in for samples that are not the whole organism.,,,
sample.sts_bold_accession,sts,sample,sts_bold_accession,BOLD Accession,1,,Unique identifier assigned to a DNA barcode sequence stored within the Barcode of Life Data System,,,
sample.sts_bplate_pre,sts,sample,sts_bplate_pre,Bplate Pre,1,,"Barcode plate preservative. Guidance is found in the barcoding SOPs. Typically, samples will be submerged in 70% ethanol.",,,
sample.sts_bplateid,sts,sample,sts_bplateid,Bplateid,1,,Plate ID for barcoding. This is the barcode number on the side of the tissue plate. Barcoding sites will provide pre-labelled plates and tubes.,,,
sample.sts_btubeid,sts,sample,sts_btubeid,Btubeid,1,,Tube ID for barcoding. barcode/unique identifier on the tube containing the tissue sample. ,,,
sample.sts_cc_updated_on,sts,sample,sts_cc_updated_on,Cc Updated On,1,,,,,
sample.sts_col_date,sts,sample,sts_col_date,Collection date,1,,The date on which the sample was collected,,,
sample.sts_col_time,sts,sample,sts_col_time,Collection time,1,1,The time of day when the sample was collected,,,
sample.sts_collection_country,sts,sample,sts_collection_country,Collection country,1,,The country in which the sample has been collected,,,
sample.sts_collection_locality,sts,sample,sts_collection_locality,Collection locality,1,1,The region within a country where the sample has been collected,,,
sample.sts_collection_method_desc,sts,sample,sts_collection_method_desc,Description of Collection Method,1,1,A detailed as possible description of the sample collection methods,,,
sample.sts_collect_name,sts,sample,sts_collect_name,Collector name,1,1,Name of the sample collector ,,,
sample.sts_copoid,sts,sample,sts_copoid,COPO ID,1,,The unique identifier for a sample within the COPO brokering system,,,
sample.sts_created_on,sts,sample,sts_created_on,Date Created,1,,The date when the sample entry was created in STS,,,
sample.sts_depth,sts,sample,sts_depth,Depth,1,,The depth that was recorded in the field at the collection location and supplied on the manifest,,,
sample.sts_elevation,sts,sample,sts_elevation,Elevation,1,,The elevation that was recorded in the field at the collection location and supplied on the manifest,,,
sample.sts_eln_error,sts,sample,sts_eln_error,Benchling Error,1,,"If the tissue was not created in Benchling because of an error, this is the error.",,,
sample.sts_eln_id,sts,sample,sts_eln_id,Benchling Internal ID,1,,The Benchling entity ID as retrieved from Benchling and stored in STS,,,
sample.sts_eln_instance,sts,sample,sts_eln_instance,Benchling Instance,1,,This is the Benchling instance where the other ELN (Electronic Lab Notebook) data is retrieved from.,,,
sample.sts_eln_updated_at,sts,sample,sts_eln_updated_at,Tissue Exported Date STS to Benchling,1,,The date when the tissue entity was created in Benchling,,,
sample.sts_ep_exported,sts,sample,sts_ep_exported,Export Status,1,,Has a user exported this sample to Benchling?,,,
sample.sts_ep_synced,sts,sample,sts_ep_synced,Ep Synced,1,,,,,
sample.sts_ep_synced_date,sts,sample,sts_ep_synced_date,Ep Synced Date,1,,,,,
sample.sts_ep_synced_errors,sts,sample,sts_ep_synced_errors,Ep Synced Errors,1,,,,,
sample.sts_gal_abbreviation,sts,sample,sts_gal_abbreviation,GAL/Partner abbreviation,1,1,Abbreviated form of the GAL/Partner name,,,
sample.sts_gal_name,sts,sample,sts_gal_name,GAL/Partner name,1,1,"GAL/Partner name, usually the Institution involved in the project",,,
sample.sts_habitat,sts,sample,sts_habitat,Habitat,1,1,"Any comments about the location, habitat or
substrate",,,
sample.sts_hetero_sex,sts,sample,sts_hetero_sex,Hetero Sex,1,,,,,
sample.sts_identify_name,sts,sample,sts_identify_name,Identifier name,,,The name of the person or people who identified the sample to species level.,,,
sample.sts_inactivation_approved,sts,sample,sts_inactivation_approved,STS Inactivation Approved ,1,,,,,
sample.sts_inactivation_method,sts,sample,sts_inactivation_method,STS Inactivation Method,1,,,,,
sample.sts_latitude,sts,sample,sts_latitude,Latitude,1,,The latitude at which the sample was collected,,,
sample.sts_lifestage,sts,sample,sts_lifestage,Lifestage,1,1,Standardised lifestage as per https://github.com/darwintreeoflife/metadata,,,
sample.sts_longitude,sts,sample,sts_longitude,Longitude,1,,The longitude at which the sample was collected,,,
sample.sts_location,sts,sample,sts_location,LabWhere ID,1,1,"The LabWhere ID for where the rack/plate is located, for example, a freezer tray. ",,,
sample.sts_miss_in_shipment,sts,sample,sts_miss_in_shipment,Missing,1,,Tubes are sometimes missed from shipment so are not received.,,,
sample.sts_organism_part,sts,sample,sts_organism_part,Organism Part,1,1,Standardised tissue type as per https://github.com/darwintreeoflife/metadata,,,
sample.sts_origin_rackid,sts,sample,sts_origin_rackid,STS Origin Rackid,1,,,,,
sample.sts_original_collection_date,sts,sample,sts_original_collection_date,Original Collection Date,1,,"The date on which the sample was originally collected, for example when it was collected to form part of a museum collection",,,
sample.sts_original_geographic_location,sts,sample,sts_original_geographic_location,Original Geographic Location,1,,"The original location of the sample, for example where it came from before it was in a museum collection",,,
sample.sts_other_info,sts,sample,sts_other_info,Other Info,1,1,Other information about a sample some supplied on the original manifest but also supplemented when samples are changed or altered,,,
sample.sts_pos_in_rack,sts,sample,sts_pos_in_rack,Position in Rack,1,,Position of the sample in rack.,,,
sample.sts_pre_date,sts,sample,sts_pre_date,Preservation Date,1,,Date on which the species was preserved.,,,
sample.sts_pre_elapsed,sts,sample,sts_pre_elapsed,Time Elapsed Before Preservation,1,,Some organisms may be held living in collection for a period of time for starvation or other factors,,,
sample.sts_preservation_approach,sts,sample,sts_preservation_approach,Preservation Approach,1,1,Free text description of how the specimen/tissue was stored upon collection,,,
sample.sts_preserve_name,sts,sample,sts_preserve_name,Preserver Name,1,,Name of person that carried out the preservation,,,
sample.sts_preservative_solution,sts,sample,sts_preservative_solution,Preservative Solution,1,1,Free text field specifying the suspension liquid used to preserve the sample,,,
sample.sts_priority,sts,sample,sts_priority,Priority,1,1,"1=High, 2=Medium, 3=Lower, not set=Normal",,,
sample.sts_programme,sts,sample,sts_programme,Programme,1,1,"The Sanger programme that owns this sample, e.g. ToL",,,
sample.sts_project,sts,sample,sts_project,Project,1,1,The project that this sample belongs to,,,
sample.sts_rackid,sts,sample,sts_rackid,Rack/plate ID,1,,The rack (for samples in tubes) or plate ID,,,
sample.sts_receive_date,sts,sample,sts_receive_date,Received Date,1,,The date on which the sample was received on site,,,
sample.sts_reg_compliance,sts,sample,sts_reg_compliance,STS Reg Compliance,1,,Yes/No answer. ,,,
sample.sts_reject_date,sts,sample,sts_reject_date,Rejected date,1,,The date on which the sample was rejected for shipment,,,
sample.sts_relationship,sts,sample,sts_relationship,STS Relationship,1,,"Declaration of any known parental, child, or sibling relationship between the specimen and any other specimens that are submitted for the project, OR to declare if the specimen is a “barcode exemplar” for another specimen.
",,,
sample.sts_relocation_note,sts,sample,sts_relocation_note,STS Relocation Note,1,,Note entered by the Sample Manager when moving samples,,,
sample.sts_rg_action_required,sts,sample,sts_rg_action_required,STS Rg Action Required,1,,Is Research Governance Action required?,,,
sample.sts_rg_requirement,sts,sample,sts_rg_requirement,STS Rg Requirement,1,,Is Research Governance required?,,,
sample.sts_risk_assessment,sts,sample,sts_risk_assessment,STS Risk Assessment,1,,Is a risk assessment needed? Yes/No answer,,,
sample.sts_sample_format,sts,sample,sts_sample_format,Sample Format,1,,Infectious vs non-infectious organism sample or DNA,,,
sample.sts_sample_same_as,sts,sample,sts_sample_same_as,Biospecimen ID (whole organisms only),1,,The biosample accession number of the specimen as issued by [ENA](https://www.ebi.ac.uk/biosamples/). This is known within ToL as the Biospecimen ID. This field is only filled in for samples that are whole organisms,,,
sample.sts_sample_symbiont_of,sts,sample,sts_sample_symbiont_of,Biospecimen ID (symbionts only),1,,The biosample accession number of the specimen as issued by [ENA](https://www.ebi.ac.uk/biosamples/). This is known within ToL as the Biospecimen ID. This field is only filled in for samples that are symbionts,,,
sample.sts_send_rd,sts,sample,sts_send_rd,STS Send Rd,1,,Is the sample being sent to R&D? Yes/No answer,,,
sample.sts_sequencescape_study_id,sts,sample,sts_sequencescape_study_id,Sequencescape Study ID,1,,The study ID as used by Sequencescape,,,
sample.sts_series,sts,sample,sts_series,STS Series,1,,This field holds the name of the series of samples this particular one belongs to.,,,
sample.sts_sex,sts,sample,sts_sex,Sex,1,1,Standardised sex as per https://github.com/darwintreeoflife/metadata,,,
sample.sts_shipment_note,sts,sample,sts_shipment_note,STS Shipment Note,1,,Notes entered by the Sample Management team on shipment specifics,,,
sample.sts_specimen_risk,sts,sample,sts_specimen_risk,STS Specimen RIsk,1,,Y/N field to indicate if there is any risk that the SPECIMEN_ID provided does not reflect the species names it has been submitted under.,,,
sample.sts_sra_accession,sts,sample,sts_sra_accession,STS Sra Accession,1,,unique identification number assigned to a data record within the Sequence Read Archive (SRA),,,
sample.sts_storage_updated_at,sts,sample,sts_storage_updated_at,STS Storage Updated At,1,,,,,
sample.sts_stored_at,sts,sample,sts_stored_at,STS Stored At,1,,,,,
sample.sts_submission_accession,sts,sample,sts_submission_accession,STS Submission Accession,1,,,,,
sample.sts_submission_api_status,sts,sample,sts_submission_api_status,STS Submission API Status,1,,,,,
sample.sts_submission_api_sync_time,sts,sample,sts_submission_api_sync_time,STS Submission API Sync Time,1,,,,,
sample.sts_submit_date,sts,sample,sts_submit_date,STS Submit Date,1,,Sample set creation date,,,
sample.sts_symbiont,sts,sample,sts_symbiont,STS Symbiont,1,,This is to indicate whether the sample contains a known symbiont,Not Populated,,
sample.sts_tissue_depleted,sts,sample,sts_tissue_depleted,Tissue Depleted,1,,Has all material from this sample been depleted?,,,
sample.sts_tissue_remaining,sts,sample,sts_tissue_remaining,Tissue Remaining,1,1,Is there material remaining for this sample?,,,
sample.sts_tissue_size,sts,sample,sts_tissue_size,Tissue Size,1,,"Size of the tissue as reported by the submitter VS,S,M,L,Single Cell",,,
sample.sts_tollab_assign_date,sts,sample,sts_tollab_assign_date,Date Sent to Lab,1,,The date on which this sample was exported to Benchling from STS,,,
sample.sts_tremoved,sts,sample,sts_tremoved,Tissue Removed for Barcoding,1,,,,,
sample.sts_triage_applied,sts,sample,sts_triage_applied,STS Triage Applied,1,,,,,
sample.sts_tubeid,sts,sample,sts_tubeid,Tube/Well ID,1,,The individual tube ID (for samples in tubes) or the well (for samples in plates),,,
sample.sts_update_date,sts,sample,sts_update_date,STS Update Date,1,,,,,
sample.sts_updated_at,sts,sample,sts_updated_at,STS Updated At,,,,,,
sample.sts_voucherid,sts,sample,sts_voucherid,STS Voucherid,1,,Accession number of voucher material from the sequenced specimen.,,,
sample.sts_labwhere_parentage,sts,sample,sts_labwhere_parentage,Location Parentage,1,1,"The parent of location samples are stored, for example the freezer, shelf or room",,,
sample.sts_labwhere_name,sts,sample,sts_labwhere_name,Location Name,1,1,The location samples are stored,,,
sampleset.sts_affiliation,sts,sampleset,sts_affiliation,Affiliation,1,,Affiliation (institute) of sample provider,,,
sampleset.sts_desc,sts,sampleset,sts_desc,Description,,,,,,
sampleset.sts_expected_manifest_date,sts,sampleset,sts_expected_manifest_date,Expected Manifest Date,1,,,,,
sampleset.sts_gal_abbreviation,sts,sampleset,sts_gal_abbreviation,GAL/Hub/Partner Abbreviation,1,,,,,
sampleset.sts_legal_comment,sts,sampleset,sts_legal_comment,Legal Comment,1,,Free text comment from Legal compliance processor,,,
sampleset.sts_legal_contract,sts,sampleset,sts_legal_contract,Legal Contract Type,1,,,,,
sampleset.sts_legal_reference,sts,sampleset,sts_legal_reference,Legal Reference,1,,,,,
sampleset.sts_legal_status,sts,sampleset,sts_legal_status,Legal Status,1,,,,,
sampleset.sts_legal_status_updated_at,sts,sampleset,sts_legal_status_updated_at,Legal Status Updated At,1,,,,,
sampleset.sts_managers,sts,sampleset,sts_managers,SM Processors,1,1,Sample manager assigned to Sample Set,,,
sampleset.sts_num_expected_samples,sts,sampleset,sts_num_expected_samples,Number of Expected Samples,1,,,,,
sampleset.sts_other_info,sts,sampleset,sts_other_info,Other Information,1,,Other information provided by sample provider,,,
sampleset.sts_priority,sts,sampleset,sts_priority,Priority,1,,Priority sample set for onboarding,,,
sampleset.sts_programme,sts,sampleset,sts_programme,Programme,1,1,,,,
sampleset.sts_research_governance_processors,sts,sampleset,sts_research_governance_processors,RG Processors,1,1,,,,
sampleset.sts_rg_status_non_human,sts,sampleset,sts_rg_status_non_human,RG Status (Non Human),1,,,,,
sampleset.sts_rg_status_updated_at_non_human,sts,sampleset,sts_rg_status_updated_at_non_human,RG Status (Non Human) Updated At,1,,,,,
sampleset.sts_sample_count,sts,sampleset,sts_sample_count,Number of Samples in STS,1,,,,,
sampleset.sts_sample_sts_receive_date_max,sts,sampleset,sts_sample_sts_receive_date_max,Latest Sample Received Date,1,,,,,
sampleset.sts_sample_sts_receive_date_min,sts,sampleset,sts_sample_sts_receive_date_min,Earliest Sample Received Date,1,,,,,
sampleset.sts_sample_sts_submit_date_max,sts,sampleset,sts_sample_sts_submit_date_max,Latest Sample Submitted Date,1,,,,,
sampleset.sts_sample_sts_submit_date_min,sts,sampleset,sts_sample_sts_submit_date_min,Earliest Sample Submitted Date,1,,,,,
sampleset.sts_sampleset_id,sts,sampleset,sts_sampleset_id,Sampleset ID (STS Internal ID),,,The internal STS ID for the Sample Set. You won't want to use this.,,,
sampleset.sts_shipping_date,sts,sampleset,sts_shipping_date,Shipping Date,1,,Indicates the date when the sample arrived at Sanger,,,
sampleset.sts_shipping_from,sts,sampleset,sts_shipping_from,Shipping Address,1,,Address/location from which samples are shipped to Sanger from,,,
sampleset.sts_status,sts,sampleset,sts_status,Status,1,,,,,
sampleset.sts_status_updated_at,sts,sampleset,sts_status_updated_at,Status Updated At,1,,,,,
sampleset.sts_submit_date,sts,sampleset,sts_submit_date,Submit Date,1,,,,,
species.sts_sample_sts_accept_date_min,sts,species,sts_sample_sts_accept_date_min,Accepted Date,1,,The date that the first sample was accepted for shipping,,,
species.sts_sample_benchling_date_assigned_to_lab_min,sts,species,sts_sample_benchling_date_assigned_to_lab_min,Assigned to Lab,1,,The date on which the first sample was assigned to the lab,,,
species.sts_10x_submitted_date,sts,species,sts_10x_submitted_date,10x Submitted Date,,,,,,
species.sts_assigned_to_lab_date,sts,species,sts_assigned_to_lab_date,Assigned to Lab Date,,,The date a sample was assigned to the Lab,,,
species.sts_dna_extracted_date,sts,species,sts_dna_extracted_date,DNA Extracted Date (Legacy),,,,,,
species.sts_family,sts,species,sts_family,Family,1,1,A principal taxonomic category that ranks between Order and Genus,,,
species.sts_family_representative,sts,species,sts_family_representative,Family Representative,,,,,,
species.sts_genome_size,sts,species,sts_genome_size,Estimated Species Genome Size,1,1,Genome size as recorded in STS (This is the estimated genome size),,,Shouldn't be authoritative
species.sts_genus,sts,species,sts_genus,Genus,1,1,Genus of the species as per the NCBI database,,,
species.sts_hic_submitted_date,sts,species,sts_hic_submitted_date,HiC Submitted Date (Legacy),,,,,,
species.sts_novel_date,sts,species,sts_novel_date,Novel Date (Legacy),,,,,,
species.sts_order_group,sts,species,sts_order_group,Order/Group,1,1,Family of the species as per the NCBI database,,,
species.sts_pacbio_submitted_date,sts,species,sts_pacbio_submitted_date,PacBio Submitted Date (Legacy),,,,,,
species.sts_prefix,sts,species,sts_prefix,ToLID Prefix,,,A unique prefix assigned to a species in the [ToLID service](https://id.tol.sanger.ac.uk),,,
species.sts_ready,sts,species,sts_ready,,,,,,,
species.sts_rna_extracted_date,sts,species,sts_rna_extracted_date,RNA Extracted Date (Legacy),,,,,,
species.sts_rnaseq_submitted_date,sts,species,sts_rnaseq_submitted_date,RNASeq Submitted Date (Legacy),,,,,,
species.sts_sample_count,sts,species,sts_sample_count,Number of samples in STS,1,,The number of samples for the species,,,
species.sts_sample_sts_accept_date_max,sts,species,sts_sample_sts_accept_date_max,Latest Sample Accept Date,,,The latest date when the sample was accepted for shipment,,,
species.sts_sample_sts_accept_date_min,sts,species,sts_sample_sts_accept_date_min,Earliest Sample Accept Date,,,The date that the first sample was accepted for shipping,,,
species.sts_sample_sts_col_date_min,sts,species,sts_sample_sts_col_date_min,Earliest collection date,1,,The earliest date a sample of this species has been collected,,,
species.sts_sample_sts_gal_name_union,sts,species,sts_sample_sts_gal_name_union,Hub name,1,,The name(s) of hub(s)/GAL(s)/partner(s) that have worked on samples of this species,,,
species.sts_sample_sts_priority_max,sts,species,sts_sample_sts_priority_max,Max Priority,,,"Calculated field. In the context of priorities, this field has no meaning so you won't want to use it.",,,
species.sts_sample_sts_priority_min,sts,species,sts_sample_sts_priority_min,Priority,1,1,"Calculated field. Priority of the species, calculated from sample priorities so the highest will be displayed 1:Highest 2:Medium 3:Lowest priority NULL:General pipeline",,,
species.sts_sample_sts_programme_union,sts,species,sts_sample_sts_programme_union,Programme,1,,,,,
species.sts_sample_sts_project_union,sts,species,sts_sample_sts_project_union,Project,1,,,,,
species.sts_sample_sts_receive_date_max,sts,species,sts_sample_sts_receive_date_max,Latest Received date,1,,,,,
species.sts_sample_sts_receive_date_min,sts,species,sts_sample_sts_receive_date_min,Earliest Received date,1,,,,,
species.sts_sample_sts_submit_date_max,sts,species,sts_sample_sts_submit_date_max,Latest Submitted date,1,,,,,
species.sts_sample_sts_submit_date_min,sts,species,sts_sample_sts_submit_date_min,Earliest Submitted date,1,,,,,
species.sts_sample_sts_tollab_assign_date_max,sts,species,sts_sample_sts_tollab_assign_date_max,Latest Assigned To Lab Date,1,,,,,
species.sts_sample_sts_tollab_assign_date_min,sts,species,sts_sample_sts_tollab_assign_date_min,Earliest Assigned To Lab Date,1,,,,,
species.sts_scientific_name,sts,species,sts_scientific_name,Scientific Name,,1,"The primary latin name from the taxon record in NCBI taxonomy, as provided by the collector",,,
species.sts_sequencing_material_status,sts,species,sts_sequencing_material_status,Sequencing Material Status,,,Indication of whether recollection is required (i.e. not enough data obtained from existing samples) or whether a manual decision has been made to override,,,
species.sts_sequencing_material_status_updated_at,sts,species,sts_sequencing_material_status_updated_at,Sequencing Material Status Updated At,,,,,,
species.sts_species_id,sts,species,sts_species_id,Internal STS species ID,,,Internal ID for the species in STS. You probably don't want to use this!,,,
species.sts_taxon_group,sts,species,sts_taxon_group,Taxon Group,,1,Taxonomic group of the species as per the NCBI database,,,
species.sts_tissue_depleted,sts,species,sts_tissue_depleted,Tissue Depleted,,,Has all recorded sample material been deleted for this species?,,,
species.sts_tissue_subsample_date,sts,species,sts_tissue_subsample_date,,,,,,,
species.sts_sample_benchling_date_assigned_to_lab_max,sts,species,sts_sample_benchling_date_assigned_to_lab_max,Latest Date Sample Assigned To Lab,1,,,,,
species.sts_sample_benchling_date_assigned_to_lab_min,sts,species,sts_sample_benchling_date_assigned_to_lab_min,Earliest Date Sample Assigned To Lab,1,,Last date a sample for the species was assigned to the lab ,,,
species.tolid_common_name,sts,species,tolid_common_name,Common Name,,,,,,
species.tolid_family,sts,species,tolid_family,Family,,,,,,
species.tolid_genus,sts,species,tolid_genus,Genus,,,,,,
species.tolid_kingdom,sts,species,tolid_kingdom,Kingdom,,,,,,
specimen.sts_bio_specimen_id,sts,specimen,sts_bio_specimen_id,BioSpecimen ID,,,,,,
specimen.sts_created_on,sts,specimen,sts_created_on,,,,,,,
specimen.sts_dna_depleted,sts,specimen,sts_dna_depleted,DNA Depleted?,,,,,,
specimen.sts_estimated_genome_size,sts,specimen,sts_estimated_genome_size,Post-run genome size,,1,A better estimate for the genome size based on having analysed sequencing data.,,,
specimen.sts_is_complex,sts,specimen,sts_is_complex,Is Complex?,,,,,,
specimen.sts_ready,sts,specimen,sts_ready,,,,,,,
specimen.sts_rna_depleted,sts,specimen,sts_rna_depleted,RNA Depleted?,,,,,,
specimen.sts_sample_count,sts,specimen,sts_sample_count,Number of samples in STS,1,,Number of samples for this specimen,,,
specimen.sts_sample_sts_col_date_max,sts,specimen,sts_sample_sts_col_date_max,Latest collection date,1,,,,,
specimen.sts_sample_sts_col_date_min,sts,specimen,sts_sample_sts_col_date_min,Earliest collection date,1,,,,,
specimen.sts_sample_sts_receive_date_max,sts,specimen,sts_sample_sts_receive_date_max,Latest received date,1,,,,,
specimen.sts_sample_sts_receive_date_min,sts,specimen,sts_sample_sts_receive_date_min,Earliest received date,1,,,,,
specimen.sts_sample_sts_submit_date_max,sts,specimen,sts_sample_sts_submit_date_max,Latest submitted date,1,,,,,
specimen.sts_sample_sts_submit_date_min,sts,specimen,sts_sample_sts_submit_date_min,Earliest submitted date,1,,,,,
specimen.sts_tissue_depleted,sts,specimen,sts_tissue_depleted,Tissue Depleted,,,Has all recorded sample material been deleted for this specimen?,,,
specimen.sts_updated_at,sts,specimen,sts_updated_at,,,,,,,
tolid.sts_sample_sts_programme_union,sts,tolid,sts_sample_sts_programme_union,Programme(s),1,,All the programmes that samples from a ToLID are in,,,
tolid.sts_sample_sts_project_union,sts,tolid,sts_sample_sts_project_union,Project(s),1,1,All the projects that samples from a ToLID are in,,,
tolid.sts_sample_count,sts,tolid,sts_sample_count,Number of Samples in STS,1,1,,,,
tolid.sts_sample_sts_accept_date_max,sts,tolid,sts_sample_sts_accept_date_max,Latest Sample Accepted Date,1,,The latest date on which a sample has been received for a ToLID,,,
tolid.sts_sample_sts_accept_date_min,sts,tolid,sts_sample_sts_accept_date_min,Earliest Sample Accepted Date,1,,The earliest date on which a sample has been received for a ToLID,,,
tolid.sts_sample_sts_col_date_max,sts,tolid,sts_sample_sts_col_date_max,Latest Sample Collection Date,1,,,,,
tolid.sts_sample_sts_col_date_min,sts,tolid,sts_sample_sts_col_date_min,Earliest Sample Collection Date,1,,,,,
tolid.sts_sample_sts_priority_max,sts,tolid,sts_sample_sts_priority_max,Maximum Sample Priority,1,,This doesn't have any meaning in the context of priorities. You won't want to use it.,,,
tolid.sts_sample_sts_priority_min,sts,tolid,sts_sample_sts_priority_min,Minimum Sample Priority,1,,This highest priority of any of the samples for this ToLID,,,
tolid.sts_sample_sts_receive_date_max,sts,tolid,sts_sample_sts_receive_date_max,Latest Date Sample Received,1,,,,,
tolid.sts_sample_sts_receive_date_min,sts,tolid,sts_sample_sts_receive_date_min,Earliest Date Sample Received,1,,,,,
tolid.sts_sample_sts_submit_date_max,sts,tolid,sts_sample_sts_submit_date_max,Latest Sample Submitted Date,1,,,,,
tolid.sts_sample_sts_submit_date_min,sts,tolid,sts_sample_sts_submit_date_min,Earliest Sample Submitted Date,1,,,,,
tolid.sts_sample_sts_target_coverage_max,sts,tolid,sts_sample_sts_target_coverage_max,Target coverage,1,1,Target coverage for this ToLID. This is the maximum project taget coverage for the projects that samples for this ToLID are in.,,,
tolid.sts_sample_sts_target_coverage_min,sts,tolid,sts_sample_sts_target_coverage_min,Smallest Sample Target Coverage,,,This doesn't have any meaning in the context of target coverage. You won't want to use it.,,,
tolid.sts_sample_sts_tollab_assign_date_max,sts,tolid,sts_sample_sts_tollab_assign_date_max,Latest Date Sample Assigned To Lab,1,,,,,
tolid.sts_sample_sts_tollab_assign_date_min,sts,tolid,sts_sample_sts_tollab_assign_date_min,Earliest Date Sample Assigned To Lab,1,,,,,
sample.sts_ASSOCIATED_PROJECT_ACCESSIONS,sts,sample,sts_ASSOCIATED_PROJECT_ACCESSIONS,,,,,,,
