id,source,object_type,name,display_name,authoritative,available_on_relationships,description,Keep/Remove,Reason,Comment
species.goat_marhabreg-2017,goat,species,goat_marhabreg-2017,Marhabreg-2017,,,,,,
species.goat_order_name,goat,species,goat_order_name,Order,1,,,,,
species.goat_phylum_name,goat,species,goat_phylum_name,Phylum,1,,,,,
species.goat_ploidy,goat,species,goat_ploidy,Ploidy,1,1,Numeric value of sets of homologous chromosomes,,,
species.goat_protection_of_badgers_act_1992,goat,species,goat_protection_of_badgers_act_1992,Protection of Badgers Act 1992,,,Section in the UK legislation in which species is listed,,,
species.goat_sample_collected,goat,species,goat_sample_collected,Sample Collected,1,,For which project has a sample of the species been collected.,,,
species.goat_scientific_name,goat,species,goat_scientific_name,Scientific name,1,1,The primary latin name from the taxon record in NCBI taxonomy,,,
species.goat_species_name,goat,species,goat_species_name,Species name,1,,"For a taxon with rank species, this will be the same as the scientific name.",,,
species.goat_superkingdom_name,goat,species,goat_superkingdom_name,Superkingdom name,1,,,,,
species.goat_taxon_rank,goat,species,goat_taxon_rank,Taxon rank,1,,,,,
species.goat_tolid_prefix,goat,species,goat_tolid_prefix,ToLID prefix,,,,,,
species.goat_waca_1981,goat,species,goat_waca_1981,WACA 1981,,,Section in the UK legislation in which species is listed,,,
species.goat_sample_collected,goat,species,goat_sample_collected,Sample Collected,,,,,,
species.goat_synonym,goat,species,goat_synonym,Synonyms,1,,,,,
family.goat_species_goat_class_name_union,goat,family,goat_species_goat_class_name_union,,,,,,,
family.goat_species_goat_phylum_name_union,goat,family,goat_species_goat_phylum_name_union,,,,,,,
family.goat_species_goat_kingdom_name_union,goat,family,goat_species_goat_kingdom_name_union,,,,,,,
family.goat_species_count,goat,family,goat_species_count,,,,,,,
curation.grit_accession_data,grit,curation,grit_accession_data,Accession Data,1,,,,,
curation.grit_ass_percent,grit,curation,grit_ass_percent,% Assigned to Chrms,1,,Percentage of assemly assigned to chromsosomes,,,
curation.grit_assembled_by,grit,curation,grit_assembled_by,Assembled By,1,,,,,
curation.grit_assemblies_assessment,grit,curation,grit_assemblies_assessment,Assemblies Assessment,1,,,,,
curation.grit_assembly_type,grit,curation,grit_assembly_type,Assembly Type,1,,,,,
curation.grit_assembly_version,grit,curation,grit_assembly_version,Assembly Version,1,,,,,
curation.grit_assessment_summary,grit,curation,grit_assessment_summary,Assessment Summary,1,,,,,
curation.grit_assignee_name,grit,curation,grit_assignee_name,Assignee Name,1,,,,,
curation.grit_awaiting_data_date,grit,curation,grit_awaiting_data_date,Awaiting Data Date,1,,,,,
curation.grit_b_chromosomes,grit,curation,grit_b_chromosomes,B Chromosomes,1,,A count of the number of B chromosomes identified in the assembly,,,
curation.grit_bigwig_coverage_file_url,grit,curation,grit_bigwig_coverage_file_url,Bigwig Coverage File URL,1,,,Remove,,
curation.grit_bionano_index_file_location,grit,curation,grit_bionano_index_file_location,Bionano Index File Location,1,,,Remove,,
curation.grit_cancelled_date,grit,curation,grit_cancelled_date,Cancelled Date,1,,,,,
curation.grit_chr_ass,grit,curation,grit_chr_ass,Chr Ass,1,,,Remove,Duplication of curated autosome and allosome results,
curation.grit_chromsome_naming,grit,curation,grit_chromsome_naming,Chromosome Naming,1,,Indicates whether the chromosomes have been named in order of size or in reference to an existing assembly,,,
curation.grit_contamination,grit,curation,grit_contamination,Contamination,1,,Summary of the contamination identified and removed form the asembly,,,
curation.grit_contamination_files,grit,curation,grit_contamination_files,Contamination Files,1,,Path to the contamination file ,,,
curation.grit_contamination_level_summary,grit,curation,grit_contamination_level_summary,Contamination Level Summary,1,,,,,
curation.grit_contigs_count_after,grit,curation,grit_contigs_count_after,Contigs Count After,1,,Number of contigs in the assembly post curation,,,
curation.grit_contigs_count_before,grit,curation,grit_contigs_count_before,Contigs Count Before,1,,Number of contigs in the assembly pre curation,,,
curation.grit_contigs_count_change_per,grit,curation,grit_contigs_count_change_per,Contigs Count Change Per,1,,,,,
curation.grit_contigs_l50_after,grit,curation,grit_contigs_l50_after,Contigs L50 After,1,,Contig L50 after curation,,,
curation.grit_contigs_l50_before,grit,curation,grit_contigs_l50_before,Contigs L50 Before,1,,Contig L50 before curation,,,
curation.grit_contigs_l50_change_per,grit,curation,grit_contigs_l50_change_per,Contigs L50 Change Per,1,,,,,
curation.grit_contigs_l90_after,grit,curation,grit_contigs_l90_after,Contigs L90 After,1,,Contig L90 after curation,,,
curation.grit_contigs_l90_before,grit,curation,grit_contigs_l90_before,Contigs L90 Before,1,,Contig L90 before curation,,,
curation.grit_contigs_l90_change_per,grit,curation,grit_contigs_l90_change_per,Contigs L90 Change Per,1,,,,,
curation.grit_contigs_n50_after,grit,curation,grit_contigs_n50_after,Contigs N50 After,1,,Contig N50 after curation,,,
curation.grit_contigs_n50_before,grit,curation,grit_contigs_n50_before,Contigs N50 Before,1,,Contig N50 before curation,,,
curation.grit_contigs_n50_change_per,grit,curation,grit_contigs_n50_change_per,Contigs N50 Change Per,1,,,,,
curation.grit_contigs_n90_after,grit,curation,grit_contigs_n90_after,Contigs N90 After,1,,Contig N90 after curation,,,
curation.grit_contigs_n90_before,grit,curation,grit_contigs_n90_before,Contigs N90 Before,1,,Contig N90 before curation,,,
curation.grit_contigs_n90_change_per,grit,curation,grit_contigs_n90_change_per,Contigs N90 Change Per,1,,,,,
curation.grit_contigs_total_after,grit,curation,grit_contigs_total_after,Contigs Total After,1,,,Remove,"""Total contigs"" same as ""Contig count"" ?",
curation.grit_contigs_total_before,grit,curation,grit_contigs_total_before,Contigs Total Before,1,,,Remove,,
curation.grit_contigs_total_change_per,grit,curation,grit_contigs_total_change_per,Contigs Total Change Per,1,,,Remove,,
curation.grit_created,grit,curation,grit_created,Created,1,,,,,
curation.grit_curated_allosomes,grit,curation,grit_curated_allosomes,Curated Allosomes,1,,Number of allosomal chromosomes assigned during curation,,,
curation.grit_curated_autosomes,grit,curation,grit_curated_autosomes,Curated Autosomes,1,,Number of autosomal chromosomes assigned during curation,,,
curation.grit_curation_date,grit,curation,grit_curation_date,Curation Date,1,,,,,
curation.grit_curation_files,grit,curation,grit_curation_files,Curation Files,1,,,Remove,Not relevant to portal users,
curation.grit_curation_qc_date,grit,curation,grit_curation_qc_date,Curation QC Date,1,,,,,
curation.grit_curator,grit,curation,grit_curator,Curator,1,,Individual that curated the assembly,,,
curation.grit_curator_qc,grit,curation,grit_curator_qc,Curator QC,1,,Individual that QC cheacked the curation of the assembly ,,,
curation.grit_data_copied,grit,curation,grit_data_copied,Data Copied,1,,,Remove,Not relevant to portal users,
curation.grit_datatype_available,grit,curation,grit_datatype_available,Datatype Available,1,,,,,
curation.grit_decontaminated_fasta,grit,curation,grit_decontaminated_fasta,Decontaminated Fasta,1,,Location of the decontaminated primary assembly,,,
curation.grit_decontamination_date,grit,curation,grit_decontamination_date,Decontamination Date,1,,,,,
curation.grit_done_date,grit,curation,grit_done_date,Done Date,1,,,,,
curation.grit_expected_karyotype,grit,curation,grit_expected_karyotype,Expected Karyotype,1,,,Remove,Pulling from goat so duplicated i think,
curation.grit_expected_sex,grit,curation,grit_expected_sex,Expected Sex,1,,,,,
curation.grit_external_contact,grit,curation,grit_external_contact,External COntact,1,,,,,
curation.grit_gather_data_date,grit,curation,grit_gather_data_date,Gather Data Date,1,,,,,
curation.grit_genome_note,grit,curation,grit_genome_note,Genome Note,1,,,,,
curation.grit_geval_analyses_completed,grit,curation,grit_geval_analyses_completed,Geval Analyses Completed,1,,,Remove,,
curation.grit_geval_analysis_date,grit,curation,grit_geval_analysis_date,Geval Analyis Date,1,,,Remove,,
curation.grit_geval_loading_date,grit,curation,grit_geval_loading_date,Geval Loading Date,1,,,Remove,,
curation.grit_geval_qc_date,grit,curation,grit_geval_qc_date,Geval QC Date,1,,,Remove,,
curation.grit_geval_qcaudit_checks,grit,curation,grit_geval_qcaudit_checks,Geval QC Audit Checks,1,,,Remove,,
curation.grit_geval_qcaudit_completion,grit,curation,grit_geval_qcaudit_completion,Geval QC Audit Completion,1,,,Remove,,
curation.grit_gfastats,grit,curation,grit_gfastats,Gfastats,1,,,,,
curation.grit_hap2_assembly_statistics,grit,curation,grit_hap2_assembly_statistics,Hap2 Assembly Statistics,1,,,,,
curation.grit_hap2_chromosome_result,grit,curation,grit_hap2_chromosome_result,Hap2 Chromosome Result,1,,,,,
curation.grit_hap2_gfastats,grit,curation,grit_hap2_gfastats,Hap2 Gfastats,1,,,,,
curation.grit_haplotype,grit,curation,grit_haplotype,Haplotype,1,,,,,
curation.grit_hic_building_date,grit,curation,grit_hic_building_date,HiC Building Date,1,,,,,
curation.grit_hic_checklist,grit,curation,grit_hic_checklist,HiC Checklist,1,,,,,
curation.grit_hic_juicer_file,grit,curation,grit_hic_juicer_file,HiC Juicer File,1,,,,,
curation.grit_hic_kit,grit,curation,grit_hic_kit,HiC Kit,1,,,,,
curation.grit_higlass_entry,grit,curation,grit_higlass_entry,Higlass Entry,1,,,,,
curation.grit_hyb_assembly_file,grit,curation,grit_hyb_assembly_file,Hyb Assembly File,1,,,Remove,,
curation.grit_hybrid_assembly_date,grit,curation,grit_hybrid_assembly_date,Hybrid Assembly Date,1,,,Remove,,
curation.grit_important,grit,curation,grit_important,Important,1,,,,,
curation.grit_in_progress_date,grit,curation,grit_in_progress_date,In Progress Date,1,,,,,
curation.grit_in_submission_date,grit,curation,grit_in_submission_date,In Submission Date,1,,,,,
curation.grit_issue_type,grit,curation,grit_issue_type,Issue Type,1,,,,,
curation.grit_labels,grit,curation,grit_labels,Labels,1,,,,,
curation.grit_last_viewed,grit,curation,grit_last_viewed,Last Viewed,1,,,,,
curation.grit_length_after,grit,curation,grit_length_after,Length After,1,,,,,
curation.grit_length_before,grit,curation,grit_length_before,Length Before,1,,,,,
curation.grit_length_change_per,grit,curation,grit_length_change_per,Length Change Per,1,,,,,
curation.grit_manual_breaks,grit,curation,grit_manual_breaks,Manual Breaks,1,,,,,
curation.grit_manual_haplotig_removals,grit,curation,grit_manual_haplotig_removals,Manual Haplotig Removals,1,,,,,
curation.grit_manual_inversions,grit,curation,grit_manual_inversions,Manual Inversions,1,,,,,
curation.grit_manual_joins,grit,curation,grit_manual_joins,Manual Joins,1,,,,,
curation.grit_maternal_contamination_file,grit,curation,grit_maternal_contamination_file,Maternal Contamination File,1,,,,,
curation.grit_metadata_files,grit,curation,grit_metadata_files,Metadata Files,1,,,,,
curation.grit_n50_after,grit,curation,grit_n50_after,N50 After,1,,,,,
curation.grit_n50_before,grit,curation,grit_n50_before,N50 Before,1,,,,,
curation.grit_n50_change_per,grit,curation,grit_n50_change_per,N50 Change Per,1,,,,,
curation.grit_observed_sex,grit,curation,grit_observed_sex,Observed Sex,1,,,,,
curation.grit_on_hold_date,grit,curation,grit_on_hold_date,On Hold Date,1,,,,,
curation.grit_open_date,grit,curation,grit_open_date,Open Date,1,,,,,
curation.grit_orientation,grit,curation,grit_orientation,Orientation,1,,,,,
curation.grit_paternal_contamination_file,grit,curation,grit_paternal_contamination_file,Paternal Contamination File,1,,,,,
curation.grit_ploidy,grit,curation,grit_ploidy,Ploidy,1,,Ploidy estiamte from assembly metrics - primarily kmer counting methods,,,
curation.grit_post_processing++_date,grit,curation,grit_post_processing++_date,Post Processing++ Date,1,,,,,
curation.grit_pretext_file_location,grit,curation,grit_pretext_file_location,Pretext File Location,1,,,,,
curation.grit_priority,grit,curation,grit_priority,Priority,1,,,,,
curation.grit_progress,grit,curation,grit_progress,Progress,1,,,,,
curation.grit_project,grit,curation,grit_project,Project,1,,,,,
curation.grit_purged_artifact_fasta_file,grit,curation,grit_purged_artifact_fasta_file,Purged Artifact Fasta File,1,,,,,
curation.grit_purged_haplotig_fasta_file,grit,curation,grit_purged_haplotig_fasta_file,Purged Haplotig Fasta File,1,,,,,
curation.grit_purged_primary_fasta_file,grit,curation,grit_purged_primary_fasta_file,Purged Primary Fasta File,1,,,,,
curation.grit_purging_date,grit,curation,grit_purging_date,Purging Date,1,,,,,
curation.grit_qc_fail_date,grit,curation,grit_qc_fail_date,QC Fail Date,1,,,,,
curation.grit_rank,grit,curation,grit_rank,Rank,1,,,Remove,Dont know what this means,
curation.grit_release_to:,grit,curation,grit_release_to:,Release To,1,,,Remove,Duplication of released to,
curation.grit_release_version,grit,curation,grit_release_version,Release Version,1,,,,,
curation.grit_released_to,grit,curation,grit_released_to,Released To,1,,,,,
curation.grit_reopened_date,grit,curation,grit_reopened_date,Reopened Date,1,,,,,
curation.grit_resolution,grit,curation,grit_resolution,Resolution,1,,,,,
curation.grit_resolution_reason,grit,curation,grit_resolution_reason,Resolution Reason,1,,,,,
curation.grit_resolution_summary,grit,curation,grit_resolution_summary,Resolution Summary,1,,,,,
curation.grit_resolved,grit,curation,grit_resolved,Resolved,1,,,,,
curation.grit_scaff_count_after,grit,curation,grit_scaff_count_after,Scaff Count After,1,,,Remove,Duplicated,
curation.grit_scaff_count_before,grit,curation,grit_scaff_count_before,Scaff Count Before,1,,,Remove,Duplicated,
curation.grit_scaff_count_per,grit,curation,grit_scaff_count_per,Scaff Count Per,1,,,Remove,Duplicated,
curation.grit_scaffolds_count_after,grit,curation,grit_scaffolds_count_after,Scaffolds Count After,1,,Number of scaffolds in the assembly post curation,,,
curation.grit_scaffolds_count_before,grit,curation,grit_scaffolds_count_before,Scaffolds Count Before,1,,Number of scaffolds in the assembly pre curation,,,
curation.grit_scaffolds_count_change_per,grit,curation,grit_scaffolds_count_change_per,Scaffolds Count Change Per,1,,,,,
curation.grit_scaffolds_l50_after,grit,curation,grit_scaffolds_l50_after,Scaffolds L50 After,1,,Scaffold L50 after curation,,,
curation.grit_scaffolds_l50_before,grit,curation,grit_scaffolds_l50_before,Scaffolds L50 Before,1,,Scaffold L50 before curation,,,
curation.grit_scaffolds_l50_change_per,grit,curation,grit_scaffolds_l50_change_per,Scaffolds L50 Change Per,1,,,,,
curation.grit_scaffolds_l90_after,grit,curation,grit_scaffolds_l90_after,Scaffolds L90 After,1,,Scaffold L90 after curation,,,
curation.grit_scaffolds_l90_before,grit,curation,grit_scaffolds_l90_before,Scaffolds L90 Before,1,,Scaffold L90 before curation,,,
curation.grit_scaffolds_l90_change_per,grit,curation,grit_scaffolds_l90_change_per,Scaffolds L90 Change Per,1,,,,,
curation.grit_scaffolds_n50_after,grit,curation,grit_scaffolds_n50_after,Scaffolds N50 After,1,,Scaffold N50 after curation,,,
curation.grit_scaffolds_n50_before,grit,curation,grit_scaffolds_n50_before,Scaffolds N50 Before,1,,Scaffold N50 before curation,,,
curation.grit_scaffolds_n50_change_per,grit,curation,grit_scaffolds_n50_change_per,Scaffolds N50 Change Per,1,,,,,
curation.grit_scaffolds_n90_after,grit,curation,grit_scaffolds_n90_after,Scaffolds N90 After,1,,Scaffold N90 after curation,,,
curation.grit_scaffolds_n90_before,grit,curation,grit_scaffolds_n90_before,Scaffolds N90 Before,1,,Scaffold N90 before curation,,,
curation.grit_scaffolds_n90_change_per,grit,curation,grit_scaffolds_n90_change_per,Scaffolds N90 Chage Per,1,,,,,
curation.grit_scaffolds_total_after,grit,curation,grit_scaffolds_total_after,Scaffolds Total After,1,,,Remove,Total same as count,
curation.grit_scaffolds_total_before,grit,curation,grit_scaffolds_total_before,Scaffolds Total Before,1,,,Remove,Total same as count,
curation.grit_scaffolds_total_change_per,grit,curation,grit_scaffolds_total_change_per,Scaffolds Total Change Per,1,,,Remove,Total same as count,
curation.grit_species_name,grit,curation,grit_species_name,Species Name,1,,,Remove,Included in goat information,
curation.grit_stalled_date,grit,curation,grit_stalled_date,Stalled Date,1,,,,,
curation.grit_status,grit,curation,grit_status,Status,1,,,,,
curation.grit_submission_date,grit,curation,grit_submission_date,Submission Date,1,,,,,
curation.grit_submission_files,grit,curation,grit_submission_files,Submission Files,1,,,,,
curation.grit_submission_hold_date,grit,curation,grit_submission_hold_date,Submission Hold Date,1,,,,,
curation.grit_submission_note,grit,curation,grit_submission_note,Submission Note,1,,,,,
curation.grit_submitted_date,grit,curation,grit_submitted_date,Submitted Date,1,,,,,
curation.grit_summary,grit,curation,grit_summary,Summary,1,,,,,
curation.grit_synteny_source,grit,curation,grit_synteny_source,Synteny Source,1,,"In cases of chromsomes naming to a reference assebly, this field records the source",,,
curation.grit_telomere_motif,grit,curation,grit_telomere_motif,Telomere Motif,1,,Motif used for identifying teolmeric sequence in the assembly,,,
curation.grit_telomere_motif_k-mer_length,grit,curation,grit_telomere_motif_k-mer_length,Telomere Motif K-mer Length,1,,Length of the motif used to identify telomeres in the assembly,,,
curation.grit_time_tracking,grit,curation,grit_time_tracking,Time Tracking,1,,,,,
curation.grit_treeval,grit,curation,grit_treeval,Treeval,1,,,,,
curation.grit_treeval_data,grit,curation,grit_treeval_data,Treeval Data,1,,,,,
curation.grit_trio_assessment_date,grit,curation,grit_trio_assessment_date,Trio Assessment Date,1,,,Remove,,
curation.grit_trio_decontamination_date,grit,curation,grit_trio_decontamination_date,Trio Decontamination Date,1,,,Remove,,
curation.grit_trio_hyb_assembly_information,grit,curation,grit_trio_hyb_assembly_information,Trio Hyb Assembly Information,1,,,Remove,,
curation.grit_trio_hyb_location,grit,curation,grit_trio_hyb_location,Trio Hyb Location,1,,,Remove,,
curation.grit_updated,grit,curation,grit_updated,,,,,,,
curation.grit_work_ratio,grit,curation,grit_work_ratio,Work Ratio,1,,,,,
curation.grit_yaml,grit,curation,grit_yaml,Yaml,1,,,,,
curation.grit_σ_progress,grit,curation,grit_σ_progress,σ Progress,1,,,,,
species.grit_curation_count,grit,species,grit_curation_count,Number of curations,1,,The number of curations worked on for a species,,,
species.grit_curation_grit_done_date_min,grit,species,grit_curation_grit_done_date_min,Earliest Curation Date,1,,,,,
species.grit_curation_grit_created_max,grit,species,grit_curation_grit_created_max,Latest Curation Created Date,1,,,,,
species.grit_curation_grit_created_min,grit,species,grit_curation_grit_created_min,Earliest Curation Created Date,1,,,,,
species.grit_curation_grit_done_date_max,grit,species,grit_curation_grit_done_date_max,Latest Curation Done Date,1,,,,,
species.grit_curation_grit_done_date_min,grit,species,grit_curation_grit_done_date_min,Earliest Curation Done Date,1,,,,,
species.grit_curation_grit_in_submission_date_max,grit,species,grit_curation_grit_in_submission_date_max,Latest Curation In Submission Date,1,,,,,
species.grit_curation_grit_in_submission_date_min,grit,species,grit_curation_grit_in_submission_date_min,Earliest Curation In Submission Date,,,,,,
species.grit_curation_grit_open_date_min,grit,species,grit_curation_grit_open_date_min,Earliest Curation In Submission Date,1,,,,,
species.grit_curation_grit_open_date_max,grit,species,grit_curation_grit_open_date_max,Latest Curation Open Date,,,,,,
species.grit_curation_grit_open_date_min,grit,species,grit_curation_grit_open_date_min,Earliest Curation Open Date,,,,,,
species.grit_curation_grit_created_min,grit,species,grit_curation_grit_created_min,Curation started,1,,The earliest date a curation request has been created for the species,,,
tolid.grit_curation_count,grit,tolid,grit_curation_count,Number of Curation Requests,,,,,,
tolid.grit_curation_grit_created_max,grit,tolid,grit_curation_grit_created_max,Latiest Curation Request Date,,,,,,
tolid.grit_curation_grit_created_min,grit,tolid,grit_curation_grit_created_min,Earliest Curation Request Date,,,,,,
tolid.grit_curation_grit_done_date_max,grit,tolid,grit_curation_grit_done_date_max,Latest Curation Done Date,,,,,,
tolid.grit_curation_grit_done_date_min,grit,tolid,grit_curation_grit_done_date_min,Earliest Curation Done Date,,,,,,
curation.grit_qv,grit,curation,grit_qv,,,,,,,
curation.grit_misc,grit,curation,grit_misc,,,,,,,
curation.grit_geneset,grit,curation,grit_geneset,,,,,,,
curation.grit_completeness,grit,curation,grit_completeness,,,,,,,
curation.grit_chromosome_list_files,grit,curation,grit_chromosome_list_files,,,,,,,
species.informatics_tolid_informatics_status_summary_max,informatics,species,informatics_tolid_informatics_status_summary_max,Lowest Genome Status Summary of ToLIDs,,,This doesn't make much sense in the case of genome status. You probably don't want this,,,
species.informatics_tolid_informatics_status_summary_min,informatics,species,informatics_tolid_informatics_status_summary_min,Genome Status Summary,1,1,"The status of the genome for this species. In the case of multiple assemblies, this will show the most advanced status.",,,
species.informatics_tolid_informatics_status_max,informatics,species,informatics_tolid_informatics_status_max,Lowest Genome Status Summary of ToLIDs,,,This doesn't make much sense in the case of genome status. You probably don't want this,,,
species.informatics_tolid_informatics_status_min,informatics,species,informatics_tolid_informatics_status_min,Genome Status,1,,"The status of the genome for this species. In the case of multiple assemblies, this will show the most advanced status.",,,
tolid.informatics_estimated_genome_size,informatics,tolid,informatics_estimated_genome_size,,,1,,Remove,This should live in specimen,
tolid.informatics_gscope_coverage,informatics,tolid,informatics_gscope_coverage,GenomeScope Coverage,,1,,Remove,This should live in specimen,
tolid.informatics_status_summary,informatics,tolid,informatics_status_summary,Assembly Status Summary,1,1,The ToLA summary status giving a high level overall status for the species/specimen,Remove,This should live in specimen,
tolid.informatics_status,informatics,tolid,informatics_status,Assembly Status,1,1,The finer granularity status as assigned by ToLA.,Remove,This should live in specimen,
family.informatics_species_informatics_tolid_informatics_status_summary_min_max,informatics,family,informatics_species_informatics_tolid_informatics_status_summary_min_max,,,,,,,
family.informatics_species_count,informatics,family,informatics_species_count,,,,,,,
species.informatics_tolid_count,informatics,species,informatics_tolid_count,,,,,,,
extraction.mlwh_260_230_ratio_recorded_at,mlwh,extraction,mlwh_260_230_ratio_recorded_at,260/230 Ratio Recorded At,1,,,,,
extraction.mlwh_260_230_ratio_units,mlwh,extraction,mlwh_260_230_ratio_units,260/230 Ratio Units,1,,,Remove,,
extraction.mlwh_260_230_ratio_value,mlwh,extraction,mlwh_260_230_ratio_value,260/230 Ratio,1,,Ratio of absorbance at 260/280nm as measured by spectrophotometer,,,
extraction.mlwh_260_280_ratio_recorded_at,mlwh,extraction,mlwh_260_280_ratio_recorded_at,260/280 Ratio Recorded At,1,,,,,
extraction.mlwh_260_280_ratio_units,mlwh,extraction,mlwh_260_280_ratio_units,260/280 Ratio Units,1,,,Remove,,
extraction.mlwh_260_280_ratio_value,mlwh,extraction,mlwh_260_280_ratio_value,260/280 Ratio,1,,Ratio of absorbance at 260/280nm as measured by spectrophotometer,,,
extraction.mlwh_final_nano_drop_230_recorded_at,mlwh,extraction,mlwh_final_nano_drop_230_recorded_at,Final Nanodrop 230 Recorded At,1,,,,,
extraction.mlwh_final_nano_drop_230_units,mlwh,extraction,mlwh_final_nano_drop_230_units,Final Nanodrop 230 Units,1,,,Remove,Unit information available in the description,
extraction.mlwh_final_nano_drop_230_value,mlwh,extraction,mlwh_final_nano_drop_230_value,Final Nanodrop 230,1,,,,,
extraction.mlwh_final_nano_drop_280_units,mlwh,extraction,mlwh_final_nano_drop_280_units,Final Nanodrop 280 Units,1,,,Remove,Unit information available in the description,
extraction.mlwh_final_nano_drop_280_value,mlwh,extraction,mlwh_final_nano_drop_280_value,Final Nanodrop 280,1,,,,,
extraction.mlwh_final_nano_drop_recorded_at,mlwh,extraction,mlwh_final_nano_drop_recorded_at,Spectophotometer Concentration (ng/ul) Recorded At,1,,,,,
extraction.mlwh_final_nano_drop_units,mlwh,extraction,mlwh_final_nano_drop_units,,1,,,Remove,Unit information available in the description,
extraction.mlwh_final_nano_drop_value,mlwh,extraction,mlwh_final_nano_drop_value,Spectophotometer Concentration (ng/ul),1,,DNA concentration reading from the spectrophotometer,,,
extraction.mlwh_gqn_dnaex_recorded_at,mlwh,extraction,mlwh_gqn_dnaex_recorded_at,GQN DNAEx Recorded At,1,,,,,
extraction.mlwh_gqn_dnaex_units,mlwh,extraction,mlwh_gqn_dnaex_units,GQN DNAEx Units,1,,,Remove,,
extraction.mlwh_gqn_dnaex_value,mlwh,extraction,mlwh_gqn_dnaex_value,GQN Value,1,,"Genome Quality Number for a sample, as measured with a threshold of 10 kb on the Femto",,,
extraction.mlwh_nanodrop_concentration_ngul_recorded_at,mlwh,extraction,mlwh_nanodrop_concentration_ngul_recorded_at,Spectophotometer Concentration (ng/ul) Recorded At,1,,,,,
extraction.mlwh_nanodrop_concentration_ngul_units,mlwh,extraction,mlwh_nanodrop_concentration_ngul_units,,1,,,Remove,Unit information available in the description,
extraction.mlwh_nanodrop_concentration_ngul_value,mlwh,extraction,mlwh_nanodrop_concentration_ngul_value,Spectrophotometer Concentration (ng/ul),1,,"DNA concentration reading from the spectrophotometer, if many were taken the most recent is shown",,,
extraction.mlwh_post_spri_concentration_recorded_at,mlwh,extraction,mlwh_post_spri_concentration_recorded_at,Post Spri Concentration Recorded At,1,,,,,
extraction.mlwh_post_spri_concentration_units,mlwh,extraction,mlwh_post_spri_concentration_units,Post Spri Concentration Units,1,,,,,
extraction.mlwh_post_spri_concentration_value,mlwh,extraction,mlwh_post_spri_concentration_value,Post Spri Concentration,1,,,,,
extraction.mlwh_post_spri_volume_recorded_at,mlwh,extraction,mlwh_post_spri_volume_recorded_at,Post Spri Volume Recorded At,1,,,,,
extraction.mlwh_post_spri_volume_units,mlwh,extraction,mlwh_post_spri_volume_units,Post Spri Volume Units,1,,,,,
extraction.mlwh_post_spri_volume_value,mlwh,extraction,mlwh_post_spri_volume_value,Post Spri Volume Value,1,,,,,
extraction.mlwh_qc_status,mlwh,extraction,mlwh_qc_status,QC Status,1,,,,,
extraction.mlwh_qc_status_decision_by,mlwh,extraction,mlwh_qc_status_decision_by,QC Status Decision By,1,,,,,
extraction.mlwh_qubit_concentration_ngul_recorded_at,mlwh,extraction,mlwh_qubit_concentration_ngul_recorded_at,Qubit Concentration Recorded At,1,,,,,
extraction.mlwh_qubit_concentration_ngul_units,mlwh,extraction,mlwh_qubit_concentration_ngul_units,Qubit Concentration (ng/ul) Units,1,,,Remove,,
extraction.mlwh_qubit_concentration_ngul_value,mlwh,extraction,mlwh_qubit_concentration_ngul_value,Qubit Concentration (ng/ul),1,,DNA concentration as measured by Qubit,,,
extraction.mlwh_results_pdf_recorded_at,mlwh,extraction,mlwh_results_pdf_recorded_at,Results PDF Recorded At,1,,,,,
extraction.mlwh_results_pdf_units,mlwh,extraction,mlwh_results_pdf_units,Results PDF Units,1,,,,,
extraction.mlwh_results_pdf_value,mlwh,extraction,mlwh_results_pdf_value,Results PDF,1,,,,,
extraction.mlwh_sheared_femto_fragment_size_recorded_at,mlwh,extraction,mlwh_sheared_femto_fragment_size_recorded_at,Sheared Femto Fragment Size Recorded At,1,,,,,
extraction.mlwh_sheared_femto_fragment_size_units,mlwh,extraction,mlwh_sheared_femto_fragment_size_units,Sheared Femto Fragment Size Units,1,,,,,
extraction.mlwh_sheared_femto_fragment_size_value,mlwh,extraction,mlwh_sheared_femto_fragment_size_value,Sheared Femto Fragment Size,1,,,,,
extraction.mlwh_shearing_qc_comments_recorded_at,mlwh,extraction,mlwh_shearing_qc_comments_recorded_at,Shearing QC Comments Recorded At,,,,,,
extraction.mlwh_shearing_qc_comments_units,mlwh,extraction,mlwh_shearing_qc_comments_units,Shearing QC Comments Units,,,,,,
extraction.mlwh_shearing_qc_comments_value,mlwh,extraction,mlwh_shearing_qc_comments_value,Shearing QC Comments Value,,,,,,
extraction.mlwh_tissue_prep_fluidx_id,mlwh,extraction,mlwh_tissue_prep_fluidx_id,Tissue Prep FluidX Tube ID,1,,,,,
extraction.mlwh_volume_si_recorded_at,mlwh,extraction,mlwh_volume_si_recorded_at,Volume Recorded At,1,,,,,
extraction.mlwh_volume_si_units,mlwh,extraction,mlwh_volume_si_units,Volume units,1,,,,,
extraction.mlwh_volume_si_value,mlwh,extraction,mlwh_volume_si_value,Volume,1,,The volume in the tube (LRES),,,
extraction.mlwh_yield_recorded_at,mlwh,extraction,mlwh_yield_recorded_at,Yield Recorded At,1,,,,,
extraction.mlwh_yield_units,mlwh,extraction,mlwh_yield_units,Yield units,1,,,Remove,,
extraction.mlwh_yield_value,mlwh,extraction,mlwh_yield_value,DNA Yield (ng),1,,Total yield of DNA in an extraction based on the Qubit measurement,,,
